platform,liked_count,ip_location,time,content,judge,summary,stance1,stance2,stance3,stance4,stance5
bili,7,陕西,2023-11-23,看你的ID应该是懂的，能详细说说吗？挺感兴趣的,无关, 流浪狗伤人事件,0.7254064083099365,0.6681329409281412,0.5513152281443278,0.6043922503789266,0.4230999151865641
bili,56,江苏,2023-11-23, 什么叫没精力，中国人多，养宠物的人也多，收他们钱能收多少啊，用这个钱去养管他们的人，到时候百万漕工衣食所系，多少人削尖了脑袋要进这个部门呢，美国不就这套吗，什么抓狗队那是靠美国政府养吗？美国政府连环卫都养不起，他们怎么就有能力去养管宠物的？因为养宠物的人都有钱啊！有钱就能收钱，这部门不就有了吗！,有关, 政府应该建立专门的机构来管理宠物,0.4709209203720093,0.5228927135467529,0.6858460108439127,0.6499300003051758,0.5366677443186442
bili,56,广东,2023-11-23,别说了，你来牵头管吧。等你发视频报好消息,无关, 牵头管,0.3924468358357747,0.4173734982808431,0.6711832682291666,0.6759896278381348,0.659479816754659
bili,35,甘肃,2023-11-23, 你出钱就行 别说什么征税 凭什么我不宠物还要上税？,无关, 出钱就行,0.2380484342575073,0.2676627238591512,0.5575605630874634,0.577326774597168,0.5560108025868734
bili,38,江苏,2023-11-23, 什么意思？征收宠物税吗？这个我支持，但是如果拿纳税人的钱搞，我坚决反对。,有关, 征收宠物税,0.5092530647913615,0.5306748946507772,0.6261984904607137,0.6519989172617594,0.5919677416483561
bili,107,北京,2023-11-23, 目前还属于次要矛盾，要解决，但不太可能作为主要矛盾投入精力,无关, 解决流浪狗问题,0.7054056326548258,0.6961153348286947,0.6937711238861084,0.6869389216105143,0.542654275894165
bili,15,西藏,2023-11-23,征税？会不会放屁也征税？就你们这群提点富人的税，西都被带节奏在那叫了。什么中国税率最高。最高，土豪阶级还一直暴增？什么千万以上净资产的都多少了？,无关, 土豪阶级还在暴增,0.0756253798802693,0.0468699783086776,0.3621966044108073,0.425238291422526,0.376248836517334
bili,21,福建,2023-11-23,没精力意思是很多人都没脱贫，没吃上饭，就出台保护狗的法律？这不是我们国家会出现的事情，现在狗还是属于财产。,无关, 狗是财产,0.6354612906773885,0.6786073843638102,0.6242140531539917,0.665278434753418,0.546312173207601
bili,13,江苏,2023-11-23,只收养宠物的人的税，不养的人不收。宠物不是非必需品，你可以不养就不要交税。烟酒现在就是这么干的，你反对我之前先反对烟酒收重税去,无关, 只收养宠物的人的税，不养的人不收,0.402751366297404,0.4428019523620605,0.5014550685882568,0.5512276093165079,0.5335022608439127
bili,13,江苏,2023-11-23,现在问题是狗威胁了人的生活，中国是世界上狂犬疫苗消耗量最大的国家，我觉得很有必要管管，至少比什么焚烧秸秆破坏环境更紧迫,有关, 现在的问题是狗威胁了人的生活,0.6544915040334066,0.6111453374226888,0.6080120404561361,0.6283703645070394,0.5028404394785563
bili,6,辽宁,2023-11-24,这是一方面，还有人口数量和文化性格有关,无关, 人口数量和文化性格,0.2054679989814758,0.2292060057322184,0.501447319984436,0.4858660300572713,0.5131312211354574
bili,779,黑龙江,2023-11-23,那可是荷兰，不仅祖上富过，一直富到现在,无关, 流浪狗伤人事件,0.7254064083099365,0.6681329409281412,0.5513152281443278,0.6043922503789266,0.4230999151865641
bili,10,北京,2023-11-23,稳赚不赔，再高的门槛也能拉你进去。,无关, 没有观点,0.3409888744354248,0.3341635862986247,0.5389566024144491,0.5516065756479899,0.6050828297932943
bili,18,云南,2023-11-23, 只要有收益...再高的门槛也给你锯了放你进去.,无关, 流浪狗伤人事件,0.7254064083099365,0.6681329409281412,0.5513152281443278,0.6043922503789266,0.4230999151865641
bili,7,山东,2023-11-23,在德国都不查酒驾，高速不限速，就是因为驾照难，而且多次考不过还会建议你去查智商,无关, 德国驾照难,0.1694087783495585,0.1779578725496927,0.4911909500757853,0.4880611896514892,0.4863874912261963
bili,403,浙江,2023-11-23,就跟考駕照一樣，門檻越低，路上的白癡越多,无关, 门檻越低，路上白痴越多,0.1884707411130269,0.2164925336837768,0.4826462268829345,0.5443291664123535,0.4941017627716064
bili,103,上海,2023-11-23,挺合理的，国内宠物市场一塌糊涂，还有发快递过来（不是蜘蛛蚂蚁这类而是兔子猫咪啥的），死了再发的，真的让我大开眼界。,有关, 宠物市场混乱,0.5636094013849894,0.5962397257486979,0.6443077723185221,0.6547486782073975,0.5388526916503906
bili,24,广东,2023-11-23,其实这玩意就和韩国素媛案一模一样，没伤/亡几个孩子，民众就没有那么大的决心倒逼政府推出相应政策/配合政府政策。,无关, 民众没有决心倒逼政府,0.2014041543006897,0.1388366321722666,0.4107163747151692,0.4427560965220133,0.5101850827534994
bili,17,上海,2023-11-23, 重点不是这个吧？！是满怀童心的孩子打开快递结果是已经发臭的宠物尸体这种事情实在太。。。,有关, 孩子打开快递发现宠物尸体,0.4315931797027588,0.4109317461649577,0.5338589350382487,0.5416233539581299,0.4795844952265422
bili,10,黑龙江,2023-11-23,有啥费劲的 能移民的都是富哥 拿钱砸不出一只狗来?,无关, 流浪狗伤人事件,0.7254064083099365,0.6681329409281412,0.5513152281443278,0.6043922503789266,0.4230999151865641
bili,362,芬兰,2023-11-22,补充一个芬兰的情况，芬兰都压根儿没有售卖狗的宠物店，想养狗的只能通过联系养狗人（一般是狗品种的工会，比如哈士奇工会）排队等待有小狗诞生，且需要去原主人那里面试，主人同意了才能够领养，也不是免费的基本上也得大几千欧的收养费。,有关, 芬兰没有售卖狗的宠物店,0.4148477713267008,0.4096201260884602,0.5063402652740479,0.5355372031529745,0.4683178663253784
bili,15,河南,2023-11-23,那你就想多了，打那东西虽然叫芯片，本质上就是个身份证，甚至完全用身份证的同款芯片然后做成胶囊状，用身份证读卡机来读取都是完全没有问题的，技术上简单的很，关键就是不好执行,无关, 芯片可以读取,0.2459821303685506,0.2992765108744303,0.5710289478302002,0.5524421532948812,0.5675159692764282
bili,50,河南,2023-11-23,顺带一提，手机的nfc功能其实也是这个技术的衍生品，是可以作为读卡机参与到这个生态里面的,无关, nfc功能可以参与流浪狗事件,0.6941247781117758,0.7076129118601481,0.6893692016601562,0.6809742450714111,0.5489439566930135
bili,39,浙江,2023-11-23,很多问题缺的不是解决办法 而是如何执行,无关, 解决办法：,0.163070281346639,0.1443268160025278,0.5209536552429199,0.5058468182881674,0.4845646222432454
bili,8,上海,2023-11-23,十几年前就有要求办证打芯片了，但监管根本不严，可以说是根本没人管。,无关, 监管不严,0.440057913462321,0.4217523733774821,0.7003129323323568,0.7061511675516764,0.6495548486709595
bili,9,北京,2023-11-23,根据人性，可能会催生弃养时取卡的黑色服务不过也不什么都不做好点,有关, 人性催生弃养时取卡的黑色服务,0.3072333335876465,0.2777801354726155,0.5151940981547037,0.534898042678833,0.5348307689030966
bili,11,上海,2023-11-23,你根本不了解宠物饲养的现状。至少十年前各地养犬规范就规定了养狗要办证，要打芯片。但是爱狗人士坚决抵制+执法人员也爱管不管，所以，现在国内的宠物狗正常办证打芯片的只占总数不到1%。养狗这事根本就不是“有法可依”的问题，而是“违法必究”和&#34;执法必严“,有关, 养狗不办证，不登记，不免疫，不牵绳，不清理粪便，不制止扰民行为，不制止咬人行为，不制止打架斗殴行为，不制止随地大小便行为，不制止破坏公共设施行为，不制止破坏绿化行为，不制止破坏环境卫生行为，不制止破坏交通秩序行为，不制止其他违法行为。,0.5810838143030802,0.530228058497111,0.6063636144002279,0.6211010615030924,0.5242801507314047
bili,7,山东,2023-11-23,没用啊，警察叔叔很忙的，有那个功夫我干嘛不去抓罪犯，给违停贴个条也是好的，你抓狗抓住了领导不会说你抓的好，又没钱罚，还要和垃圾人扯皮，那如何选择还用说吗,无关, 警察叔叔很忙，应该去抓罪犯,0.2340544462203979,0.2287836670875549,0.5018440087636312,0.5235249598821005,0.4540200233459472
bili,325,四川,2023-11-22,城市犬打芯片绑定主人可以借鉴,有关, 城市犬打芯片绑定主人,0.4757681687672933,0.4776592254638672,0.6128814220428467,0.6506080230077108,0.514721949895223
bili,130,河南,2023-11-22,他们甚至不是真心爱狗，只是觉得爱狗的自己真是太棒了，简直是心软的神,有关, 他们不是真心爱狗,0.6258723338445028,0.6513684193293253,0.5883619785308838,0.648647665977478,0.5502782662709554
bili,18,陕西,2023-11-22,但流浪狗大部分都是养狗人弃养的，我不认为养狗人都是富有爱心的，它们大多也只是基于自己的情感需要，找个狗当自己的情感寄托罢了，一旦狗不满足于自己的情感寄托那弃养买卖也是理所当然了,有关, 大部分流浪狗是被人抛弃的,0.6304675340652466,0.6018258730570475,0.5000460942586263,0.5364909966786703,0.4345147609710693
bili,19,安徽,2023-11-22,他们是在享受“自己的狗比人都高贵”的优越感，从而展示自己高人一等的地位,无关, 他们是在享受“自己的狗比人都高贵”的优越感，从而展示自己高人一等的地位,0.4955027103424072,0.5745638211568197,0.6253276666005453,0.6743384997049967,0.5775908629099528
bili,9,安徽,2023-11-22,"经常看见博主或up拿养狗和养孩子比较优点。
本质上就是欺负宠物不会说话，只是喜欢服从的奴隶",有关, 经常看见博主或up拿养狗和养孩子比较优点。本质上就是欺负宠物不会说话，只是喜欢服从的奴隶,0.550325870513916,0.5592240492502848,0.6085096200307211,0.6513680617014567,0.578333854675293
bili,454,广东,2023-11-22,爱狗人士他们只是想输出情绪，表现出自己富有爱心的样子，而不是真的要解决问题。,有关, 爱狗人士只是想输出情绪。,0.5277102390925089,0.5219941139221191,0.5772836208343506,0.6477864583333334,0.571974515914917
bili,13,广东,2023-11-22,除非流浪狗咬100个人大，不然执行不了，,有关, 流浪狗咬人,0.7206710974375407,0.6473642985026041,0.548041025797526,0.6048154830932617,0.4051565726598103
bili,139,江苏,2023-11-22,bgm：我们都在努力的活着,无关, 我们都在努力地活着,0.2747522989908854,0.3003821770350138,0.5431503057479858,0.5323127110799154,0.5603216489156088
bili,13,天津,2023-11-24,穷人的狗不一定会被没收，但一定会被富人拿来当噱头赚流量没人养狗喂流浪狗，没人被咬打疫苗，相关产业要拼命啊油水可大着呢,有关, 穷人狗不会被没收，但会被富人拿来当噱头赚钱,0.4496174256006877,0.4126193523406982,0.5132703383763632,0.5682900746663412,0.4877973000208537
bili,506,黑龙江,2023-11-22,我已经可以预料到提高养狗门槛以后，没收狗的时候，新闻标题会说：他已经失去了一切，今天他甚至失去了他的狗。,有关, 提高养狗门槛,0.5113406976064047,0.5059927701950073,0.649957021077474,0.7469069163004557,0.5091927846272787
bili,115,浙江,2023-11-23,宿舍一直都是禁止养宠物的，只是监管不到位,无关, 宿舍不能养宠物,0.5828361908594767,0.562631368637085,0.60442054271698,0.6335434913635254,0.5449846585591634
bili,106,山东,2023-11-23,大学生宿舍一直都是禁止养宠物的。但是效果你懂的，每年暑假过后校园里的流浪猫数量会增加,有关, 禁止养宠物,0.650915781656901,0.5992250839869181,0.6431651910146078,0.6571734746297201,0.5965835650761923
bili,30,黑龙江,2023-11-23,哪个大学流浪猫狗多？你可以去网上看看，那些上大课的时候趴在讲台上的流浪猫狗，哪个大学的视频最多？还有很多人当成美谈。,有关, 大学里流浪猫狗很多,0.4806320269902547,0.5494145552317301,0.5019089778264364,0.4903351863225301,0.3704514106114705
bili,19,上海,2023-11-23, 我大学就口头禁养，但是偷养和喂养流浪猫狗的很多，公众号和墙甚至做过萌宠相关内容，就是这么逆天。以及你的那句话还可以是问哪个学校弃养率高呢，把话说完整这么难？,有关, 偷养和喂养流浪猫狗的很多,0.5512843132019043,0.5690048138300577,0.4979800383249919,0.543058435122172,0.3578381538391113
bili,7,北京,2023-11-28,我们食堂旁边篷篷上有只奶牛猫，学生一直投喂导致爱心组织一直没能把她抓去绝育，然后两年四窝快二十只小猫。,无关, 投喂流浪动物,0.6045229434967041,0.65315047899882,0.5779205958048502,0.5826264222462972,0.4833037853240967
bili,263,黑龙江,2023-11-22,当务之急是禁止大学生宿舍养宠物，据说弃养率接近百分之八十。,有关, 禁止大学生宿舍养宠物,0.5226015249888102,0.4708185195922851,0.5809400081634521,0.5921798944473267,0.5103655656178793
bili,9,英国,2023-11-23,有没有可能，有一种东西叫做市政府就是为了防止地方太大管不过来就分区域各管各的,无关, 政府应该负责,0.2795170148213704,0.3310875495274861,0.6422551075617472,0.6536895434061686,0.5914113521575928
bili,31,上海,2023-11-23, 市政府的钱也是国家的钱，地方财政能养活自己的市政府不多,无关, 政府应该负责,0.2795170148213704,0.3310875495274861,0.6422551075617472,0.6536895434061686,0.5914113521575928
bili,106,江苏,2023-11-23,"自玉林狗肉节开始，年年爆发人狗大战，“人”就从来没赢过
对于国家而言。团体组织的统战价值就是比零散个人高，
更何况，国家层面并没有对“所谓的猫狗邪教”定性，宠物行业又提供了巨大的利益。
所以，有些事情，做做白日梦就好了，没全面禁止狗肉，已经是让步了",有关, 1. 国家层面没有对“所谓的猫狗邪教”定性，宠物行业提供了巨大利益。,0.5033639272054037,0.5095188220342001,0.6059914032618204,0.6136179765065511,0.5958826144536337
bili,6,广东,2023-11-23, 地方贫富差距不一样，甚至有些地方越穷越多野生猫狗。本身就没钱你还搞这个。。。,无关, 流浪狗数量多,0.6348788738250732,0.7074474493662516,0.6236578226089478,0.6136840184529623,0.470943808555603
bili,33,黑龙江,2023-11-23,荷兰的狗过得比大多数中国人都好，荷兰人比荷兰狗也过得好得多。一人得道鸡犬升天，人还没得道，狗着什么急？,无关, 狗比人多,0.649177074432373,0.6822993755340576,0.5988947947820028,0.645248532295227,0.4978512128194173
bili,14,上海,2023-11-23,而且地域差距很大，方法统一与否都有问题，很难决策。,无关, 方法统一与否都有问题,0.3180088996887207,0.3298225402832031,0.5818760395050049,0.5760887463887533,0.5612321694691976
bili,7,辽宁,2023-11-24,一说问题就是层级多、区域大，怎么发展时不考虑你的行政单位多，不考虑大量的廉价劳动力，不考虑资源的分配。只想享受人口众多领土广袤的优势，又不想承担代价，这怎么可能呢。当每年用于消灭和捕杀流浪猫狗的费用远远超过规范治理费用的时候，吃到疼就自然转向了。,无关, 1. 流浪狗伤人事件激起网友讨论； 2. 网友认为政府应该负责解决流浪狗问题； 3. 网友认为政府应该投入更多资源来管理流浪狗。,0.6204293568929037,0.5961392720540365,0.666295607884725,0.6778356234232584,0.5192503134409586
bili,31,辽宁,2023-11-24,说得好像一道命令，所有各级政府都如同接入脑电波一样，齐刷刷地处理一件事。省级、地级市能够自己出台规章、法规，县级乡级可以自己出台红头文件，难道不就是在一定程度上来使政策更加适应吗？别忘了宪法第三条还说了，要充分发挥地方的积极性和主动性，现在的问题就在于地方只想的卖地和听命令，极度缺乏积极性和动力应对此类公共问题,有关, 地方政府应该积极作为,0.1659141927957534,0.0997150540351867,0.526630719502767,0.4884011745452881,0.4523539940516154
bili,64,江苏,2023-11-24,我头一次听说爱狗人士这种团体还有什么统战价值的，不过你说的宠物上下游行业有一定影响力确实是，饲料，疫苗啥的，也有很多产值的，,有关, 爱狗人士有统战价值,0.5516556104024252,0.598562479019165,0.6834627787272135,0.6866428057352701,0.6039756139119467
bili,13,贵州,2023-11-24,能参考，不能照搬，流浪狗确实是大问题，猫院狗院这些，还有一些爱狗人士拦肉狗车的那种，这对市容市貌也有影响，就看政府管不管了，成立管理所，宠物福利这些可以不用学，但确实要提高养宠物的成本,有关, 流浪狗确实是大问题,0.6744615236918131,0.6816263198852539,0.656336228052775,0.6851161321004232,0.4941760698954264
bili,13,广东,2023-11-24,有没有一种可能，不是狗的待遇太高，而是人的待遇太低？,无关, 流浪狗伤人事件,0.7254064083099365,0.6681329409281412,0.5513152281443278,0.6043922503789266,0.4230999151865641
bili,18,吉林,2023-11-24,其实荷兰那些国家提高宠物福利也是变相的筛选养宠人群，视频里面也提到了，解决养宠人的问题，除了法律法规之外，就是让你养起来费劲，你没钱没闲就别养，不然人家就能来罚你，不交钱就去蹲10天。我爱人以前在北欧那边上学，她说如果你听到隔壁狗持续叫，确认没人管你就可以报警了，狗主人会很惨……,有关, 提高宠物福利是变相筛选养宠人群,0.4943456649780273,0.5094985564549764,0.6387274265289307,0.6767999331156412,0.5708742539087931
bili,9,吉林,2023-11-24,我认识开狗场的听他说过，现在偷的比较少，因为不值当，城市的狗你想偷难度很高，农村直接商量价格问就行了。大部分都是弃养的流浪狗，还有就是各地儿收来的，狗舍或者私人繁育卖剩下实在没人要品相差的。前几个月遇到了一个买流浪狗的，算是救助吧，一对夫妻看到了流浪狗基地里面有条特别漂亮的萨摩，开了300公里车去，人家直接论斤卖的，1岁左右一看就是家养的，干干净净还会握手随行。基地里面一大堆的狗，你想要就可以去买，论斤给你。攒一波就狗肉馆，因为场地有限，要腾地方。,有关, 流浪狗被偷走是因为不值钱,0.4918353160222371,0.5309258302052816,0.4492692152659098,0.5090285936991373,0.3971062501271565
bili,8,安徽,2023-11-25,但即便这样，他们也是耗了近百年的时间才达成的,无关, 没有解决办法,0.263599952061971,0.2484579881032308,0.4987587134043376,0.5178167025248209,0.5223122437795004
bili,7,河北,2023-11-26, 兄弟 ，你想简单了。屁股决定脑袋，距离决定执行。给你举个例子。国家出台了一项规定，南方好多城市都能结合自己本地实际情况出台一些规定，甚至和国家出台的规定是南辕北辙的，可是北京周边的城市，就以河北为例，那是严格执行北京出台的规定，一点也不改，甚至有的明显不符合当地实际情况。近两年河北省已经接到了两回国家部委的通报了，不结合当地实际情况，对上级部门文件生搬硬套。可是河北依旧不改。我告诉你原因，生搬硬套，只是接个通报，不疼不痒，可是你要是敢结合实际情况，谁结合实际情况就处理谁，因为部委出台的文件大部分都是以北京周边省市为标准，远点的省市最多也就是个数据。,无关, 1. 流浪狗伤人事件,0.7448293368021647,0.6923139095306396,0.5859587987263998,0.6248751481374105,0.4392875830332438
bili,636,江西,2023-11-23,我国是以人为本的，如果发现宠物的各方面待遇比大部分民众都要高，而且从个例成为了常态的时候，那会大乱一场的。欧洲都是小国家，他们某些国家的大小可能连我国一些城市的直辖地大都没有，更别说省了。国家小，管理也方便。所以才会有一些很好的政策，,有关, 流浪狗伤人事件,0.7254064083099365,0.6681329409281412,0.5513152281443278,0.6043922503789266,0.4230999151865641
bili,208,四川,2023-11-23,规范、管理宠物饲养的成本和风险应该由养狗的人承担。小女孩被咬后现在成都还有人不牵绳，经常都能在公共区域见到狗屎，真的不可能指望每个人都吸取经验教训，有公德心,有关, 规范、管理宠物饲养的成本和风险应该由养狗的人承担。,0.4562445878982544,0.5185515880584717,0.6143503983815511,0.6729578177134196,0.5109654664993286
bili,250,日本,2023-11-23,虽然没调研过。但是我觉得荷兰方式不适合我国。毕竟相比起荷兰来说，我国太大了。。大到没那个人力和精力去管，除非全交给只能AI然后城市铺开检测机器。这又是一笔开销，而且还主要是不养狗的人支付的。。,有关, 我国太大，不适合荷兰方式。,0.1674550771713256,0.1128343045711517,0.4645311037699381,0.4686544338862101,0.482233206431071
bili,8,黑龙江,2023-11-22,其实，很多爱狗人士根本就没养过狗,无关, 爱狗人士没养过狗,0.5729503631591797,0.5863660971323649,0.5478406747182211,0.6267134348551432,0.5136178334554037
bili,36,上海,2023-11-22,真爱狗的人是支持弃养按遗弃罪处罚的，越重越好！很多不负责任的人搬家或者分手就把猫猫狗狗扔掉了！不过你说的前面几条本来就在实施,有关, 支持弃养按遗弃罪处罚,0.5773808161417643,0.447873592376709,0.6025729576746622,0.6307164827982584,0.5483224391937256
bili,19,广东,2023-11-22,你去搜下，去年好像，深圳免费给狗强制上晶片，在微博被骂得不能自已，说上晶片是虐待狗,有关, 强制上晶片是虐待狗,0.5143613815307617,0.4609036445617676,0.5998086134592692,0.6485397815704346,0.5556787649790446
bili,17,江苏,2023-11-22,所以那些骂的人是什么成分，显而易见了～嘴上都是主义，心里全是生意,无关, 骂人的是生意人,0.2227259874343872,0.1944911479949951,0.4809335470199585,0.5269957383473715,0.5032986402511597
bili,13,湖北,2023-11-23,遗弃罪还是不行，这把动物上升到了人的地位，遗弃罪已经有法律定义，指遗弃未成年子女、失去生活能力的老人，最好还是以危害公共安全为主,有关, 遗弃罪已经足够,0.332948625087738,0.2984442909558614,0.5167818069458008,0.5485446453094482,0.5120983918507894
bili,208,安徽,2023-11-22,有些道理，爱狗人士不是把狗当自己的孩子养吗，植入个芯片防走丢，办个养狗证登记各种疫苗情况，如果弃养就按遗弃罪处罚。,有关, 爱狗人士应该给狗植入芯片，办养狗证并登记疫苗情况，弃养者应受惩罚。,0.4932924111684163,0.5197434027989706,0.6194248199462891,0.6314994891484579,0.5165334939956665
bili,9,辽宁,2023-11-23,这种只能告诉他，要么你遵守规矩老老实实养，要么你不守规矩我也不守规矩，敢不栓绳我就敢喂巧克力，到时候我就说巧克力掉地下了狗来抢的,有关, 要么你遵守规矩老老实实养，要么我不守规矩也不守规矩,0.2685400247573852,0.2628975907961527,0.530266801516215,0.527770201365153,0.5032106637954712
bili,205,重庆,2023-11-23,规矩都是给守规矩的人定的，不文明的人还是不牵绳养烈性犬，前几天牵着我家狗（母金毛）被一只至少 90斤的公金毛围堵5分钟多，没有主人没有绳子，对着我跟我的狗呲牙，我的狗胆子小长的小60斤出头，吓得躲在我脚边发抖不敢动，我护着狗喊人，路人也不敢靠近，结果主人是个行动很慢的老爷爷，不讲理估计真咬了我们都要自己治病，比狗都狗。,有关, 遛狗不牵绳，狗咬人不管,0.481867512067159,0.4144817193349202,0.503926674524943,0.5554329951604208,0.4193633794784546
bili,197,安徽,2023-11-23,"所以荷兰前期对待已经流浪动物也是捕捉、绝育、等待领养、安乐的方式减少城市流浪动物后再加强宠物主的管理。
“爱狗人士”一边说着荷兰好，又不接受规范前期需要捕捉、绝育、等待领养、安乐的方式。",有关, 爱狗人士不接受规范前期需要捕捉、绝育、等待领养、安乐的方式。,0.6182800134023031,0.5457748174667358,0.5422280629475912,0.5870787700017294,0.4942362308502197
bili,21,湖南,2023-11-23,"真要解决流浪猫狗问题，先来波大的捕捉
没人领养全部无害化处理（一氧化碳，活埋）
立法设置门槛，持续抓捕流浪猫狗",有关, 立法设置门槛，持续抓捕流浪猫狗,0.6160584688186646,0.5622197389602661,0.6451819737752279,0.6258915265401205,0.5161145130793253
bili,9,内蒙古,2023-11-23,"活埋算了，一氧化碳或者高压电可行这玩意后续还得无害化处理一下，活埋不算最好的选择。
其实理想状态下源头管理、控制现有流浪动物数量以及饲主管理得同步进行，不然你这边费劲处理，那边使劲扔、使劲培育，这边的也领养不出去，啥时候是个头……",有关, 源头管理、控制现有流浪动物数量以及饲主管理,0.5518887837727865,0.513444979985555,0.6930607159932455,0.6577664613723755,0.580677310625712
bili,31,澳大利亚,2023-11-23, 一群人还以喂养流浪动物为荣，被人收养以后又出来了，说这是大家集体的宠物。这不就是嫖客吗，什么畸形思想，既助纣为虐放任流浪动物繁育，还不许别人收养。只许你脱裤3分钟不许别人独占花魁是吧。,有关, 流浪狗应该被收养。,0.6572647094726562,0.7256086667378744,0.6282617251078287,0.6301602125167847,0.4716946681340535
bili,11,浙江,2023-11-23,有些犬本身就是美丽废物，为了好看搞得它畸形，自然而然脾气暴躁不好驯服,有关, 有些犬本身就是美丽废物,0.5229739348093668,0.4784479935963948,0.5410966078440348,0.5801200071970621,0.4946846961975097
bili,147,内蒙古,2023-11-23,源头上卖宠物就得规范后院猫狗又不规范又无法掌控，从育种和基础教育开始就培育出了一堆难以训练或者带病的宠物，到了一些主人手里养不好了转头就扔了……,有关, 源头上卖宠物就得规范,0.4222760995229085,0.4429488182067871,0.624946673711141,0.6229074001312256,0.5295129617055258
bili,188,重庆,2023-11-23,"极端爱狗人士基本和以色列纳粹一模一样，认为全世界在迫害他们，认为自己的道德素养最高，认为自己的习惯必须是普世价值，并不吝于攻击其他人，但骨子里干的就是下三路的那一套。
普通养狗人和他们一起承担着非议，每当要夸奖时就举些普通甚至有良知的养狗人当例子，丝毫不许提极端爱狗人的纳粹本质。",有关, 极端爱狗人士和以色列纳粹一模一样,0.6262367963790894,0.5760610103607178,0.5818970998128256,0.6097878615061442,0.4797056516011556
bili,7,河南,2023-11-22,"你这哪是养狗啊？你这是给自己养了个主人！
农村养狗就没你那么麻烦直接在饭点时丢一个馒头就行了",无关, 农村养狗简单,0.3494989077250163,0.3781309127807617,0.4644714991251628,0.5044409434000651,0.3476667404174804
bili,17,河南,2023-11-22,你这话说的，城市里和村里条件不同，有可比性吗？村里狗还能到处跑呢，市里你敢不牵绳？,有关, 城市里和村里条件不同,0.2209599018096923,0.210459808508555,0.532126228014628,0.517056941986084,0.4799412886301676
bili,33,广东,2023-11-22,村里养狗可以不牵绳，是因为村里的不牵绳的狗随时会被打死或者吃掉，而且狗主人也没什么话可说。城里的狗让牵绳，除了保护别人，本质也是保护狗主人的利益，免得被人打死的时候要跳出来说虐待动物侵犯他的权利。权责对等就行。,有关, 城里狗主人也要承担责任,0.4908371369043986,0.4961383740107218,0.5966856479644775,0.7138646443684896,0.5104969342549642
bili,8,辽宁,2023-11-23,"你所谓的村里养狗就是不文明养狗。
发达国家农村也没那么养的。",无关, 农村养狗不文明,0.6735491752624512,0.6410019000371298,0.6092419226964315,0.6291228930155436,0.4589891036351521
bili,25,山东,2023-11-23,城里还是养猫方便，不用溜猫也，它自己会玩，没事拿着逗猫棒陪他玩玩就行，自己会埋翔，你只需要攒一段时间然后到了就行，猫粮全倒碗里，吃饱了自己就不吃了，我家养的是田园猫,无关, 城里养猫比养狗更方便,0.2910494009653727,0.3615270455678304,0.4556739330291748,0.448245644569397,0.3634730974833171
bili,154,浙江,2023-11-22,养狗很累的，我一关系比较好的同事回老家把他的狗让我帮忙照看半个月，这半个月里对我来说简直是煎熬，喂食清理便便遛狗什么的烦透了……如果不是平时关系比较好他回去前又请我吃了一顿大餐吃人嘴短，我真想把这只狗卖掉或者送人，好在他前几天回来了，我也解放了,有关, 养狗很累,0.5817339817682902,0.6291401386260986,0.6167031526565552,0.6817790667215983,0.5136370658874512
bili,115,湖南,2023-11-22,封面是什么狗，我家的狗狗就是那个样子的，几年前一只流浪狗跑我家来，我给它喂点吃的就一直在我家呆着，现在都还不知道是什么品种身上毛贼多,有关, 流浪狗很可爱,0.7167369524637858,0.825980027516683,0.6286813418070475,0.6218267679214478,0.4762117465337117
bili,81,辽宁,2023-11-22,办狗证五千第二个狗证7500第三个1万，没有狗证直接没收，遛狗不拴绳罚款300。,有关, 办狗证需要花费大量金钱,0.3900142908096313,0.4248241186141968,0.5753862460454305,0.6072231531143188,0.4548485279083252
bili,78,山西,2023-11-22,与我们而言太早了，人的福利先解决，狗的往后稍稍,无关, 人的福利先解决,0.2145050366719564,0.2263298829396565,0.5590906540552775,0.543637752532959,0.6255948543548584
bili,91,河南,2023-11-22,在咱们这养狗这件事比他们那复杂太多了，他们的方法怎们不一定学的来。别的不说，咱们日常讨论宠物狗问题，基本是默认城市宠物狗做讨论对象，但中国还有数亿农村人口啊，而且在农村养狗的概率比城市高得多，或者说人均养狗数量很大，但养的方式却和城市天差地别，哪有什么看病，狗粮啥的，喂点馒头剩饭，平时要么拴着，要么放出门让它自己浪，小狗一般也都是村里要的，基本0成本，和城里根本不能用一套方法管,有关, 在农村养狗的成本低，且农村养狗的方式和城市不同,0.3259583314259847,0.3341426452000935,0.5030790964762369,0.5488698482513428,0.4383260011672973
bili,24,黑龙江,2023-11-23,真正了解狗的人都知道狗有不同的品种，性格，也有不同的功能。,有关, 狗有不同品种和性格,0.6170442899068197,0.6320529381434122,0.6373802820841471,0.6508943239847819,0.4654294649759928
bili,36,四川,2023-11-24,爱狗？恕我直言不少人一辈子可能都没爱过人……自私才是他们的生活写实。这部分人养狗的话，狗就是个物件，不存在生命，不存在尊重。,有关, 爱狗的人不一定是好人,0.6458568970362345,0.7021635373433431,0.6156884829203287,0.6847039858500162,0.5064825614293417
bili,11,湖北,2023-11-24, 确实，所以搞出各种畸形小型犬,有关, 畸形小型犬,0.525687058766683,0.5322181383768717,0.6096769571304321,0.6450237035751343,0.4940534432729085
