platform,liked_count,ip_location,time,content,senta,senta_prob,judge
dy,39,云南,2023-11-10,伤心病狂说的有些过了，那些遛狗的狗咬小孩是什么情况发生的？,负向,0.9994073193174912,有关
dy,39,重庆,2023-11-12,涵涵啊，真正的成为了家里的顶梁柱了呢,正向,0.9999374755011984,无关
dy,39,重庆,2023-12-18,我晚上夜跑的时候看到一个女的 牵了两条罗威纳 吓死我了 我直接就不跑了 绕道走了  那两条狗要是发狂 那个女的肯定拉不住 当时都想报警了,负向,0.9995748255118996,有关
dy,38,辽宁,2023-10-23,您辛苦 为人民除害了我谢谢您,正向,0.9997042635287698,无关
dy,38,山东,2023-10-25,直好，专治那些没素质的养狗人，太好了,正向,0.5152197176721529,有关
dy,38,河北,2023-08-06,人的生命权高于一切，支持保安。,正向,0.999942720582318,无关
dy,37,四川,2023-10-19,小女孩她妈妈在筹款页面写被两只狗咬，全国网友都知道只有罗威纳咬了，拉布拉多就看个热闹，而且这位妈妈现在全平台注册了账号，抖音也改了名写明罗威纳咬伤女孩的妈妈，所有平台加起来得有400w了让公布治疗费用明细还删评论，这事情味道已经变了（你删再多次我也要发）,负向,0.9992529348526168,有关
dy,37,江苏,2023-10-21,不愧是我喜欢的辩手。这题真的，明明有错的是弃养者和不规范养狗的人，可是现在矛盾却变成了什么人类罪恶，什么咬人是突发事件，，这都什么乱七八糟的。这问题不就是应该规范养狗，对不规范养狗的给予惩罚。有底线的妥善处理流浪狗。那些帮腔说突发事件的真说的什么话，非得咬了自家亲人才不算突发事件？爱宠物和不爱宠物的共同敌人就是那些不规范养宠物的垃圾。,负向,0.969986126204244,有关
dy,37,北京,2023-10-21,哥，还得是你，抓住了所有我想说的重点，我每天学习几遍，要不喷不过那些极端分子,正向,0.9694527647910788,无关
dy,36,广东,2023-12-22,280针你怎么赔真的什么人都有,负向,0.9998070094403886,无关
dy,36,广东,2023-12-22,280针你怎么赔真的什么人都有,负向,0.9998070094403886,无关
dy,36,广东,2023-12-22,280针你怎么赔真的什么人都有,负向,0.9998070094403886,无关
dy,36,重庆,2023-10-21,希望你们能够给它们一个家，而不是伤害它们,负向,0.9809552635498447,有关
dy,36,江苏,2023-04-28,这个主人真可恶   支持 判刑  杀狗,正向,0.9988614520830694,无关
dy,36,广东,2023-12-22,280针你怎么赔真的什么人都有,负向,0.9998070094403886,无关
dy,35,湖北,2023-10-21,想知道这些狗狗抓住以后是怎么安排呢,正向,0.9997200562423814,有关
dy,35,广东,2023-03-26,我是来看看有没有那些所谓的爱狗人士出来说道一下的,负向,0.9107518902894752,有关
dy,35,甘肃,2023-10-21,为什么要对狗狗这样啊，它们有什么错，它们不过是想要一个家，你们为什么要这样对它们！,负向,0.9997034888269952,有关
dy,35,天津,2023-05-26,"没有对生命的敬畏
这是狗打扰他
如果是小孩呢",负向,0.9987547693303788,有关
dy,34,湖南,2023-10-22,我夜晚在路上最怕的就是人,负向,0.7736983886151663,无关
dy,34,江苏,2023-10-20,流浪狗抓走后怎么安置呢？,负向,0.5419822837242236,有关
dy,33,山东,2023-10-21,之前还有人放屁说是孩子先招惹的 张嘴就来,负向,0.9998377030871451,无关
dy,33,辽宁,2023-10-22,我就想问一下，嗷嗷叫的孩子，在路上乱跑乱闹的孩子，对着门市里面嗷一嗓子的孩子，还有带孩子在路边拉屎尿尿不收拾的家长要怎么处理,负向,0.9974317965426708,无关
dy,33,山西,2023-10-18,最烦那些狗主人说它家狗不咬人,负向,0.9986418308174798,有关
dy,33,云南,2023-10-22,罗威纳咬女孩事件，刺激了很多底层反社会的人，平时唯唯诺诺，在工作、生活中的不如意，现在找到了某种发泄口，把暴力血腥发泄在其它文明养狗人身上，这就是他们的狂欢，他们维护的正义之道，人类应该讨论的是烈性犬应该禁养、狗主人应该负责、对其它养狗人的警示、把文明养狗推动起来，而不是在小区群里、网络上叫嚣杀这杀那，误伤其它毛孩子和主人。,正向,0.9988570485196532,有关
dy,33,山东,2023-10-21,之前还有人放屁说是孩子先招惹的 张嘴就来,负向,0.9998377030871451,无关
dy,32,湖北,2023-10-23,干的漂亮为辛苦的消防员与其他工作者点赞,正向,0.9998765029379796,无关
dy,32,安徽,2023-10-26,看见没有，有政策文件，,负向,0.9786060650485666,无关
dy,32,湖南,2023-12-07,90多针 不敢想 他才8岁啊,负向,0.9941138265505316,无关
dy,32,天津,2023-12-06,养狗上户打钢印，没有钢印的大狗，狗主人判刑,负向,0.9739047809619592,有关
dy,32,河南,2023-10-23,一个二个那么有正义感去把坏人抓起来吧,负向,0.9981261218317456,无关
dy,32,山东,2023-11-28,有规矩成方圆：不拴绳，不圈养，一句话打死活该，一个受过伤害人的认知。,负向,0.9998863967591128,有关
dy,31,云南,2023-11-08,狗头人应该受到法律的制裁,负向,0.9996763728288444,有关
dy,31,江苏,2023-10-17,最讨厌那句：我家的狗不咬人,正向,0.0,有关
dy,31,广东,2023-10-20,他们并不是流浪者，这个世界本来就是它们的家,正向,0.9983524162180332,有关
dy,31,贵州,2023-03-08,我的萨摩耶被我弄丢了。不知道也是不是被狗贩子拉去了？,负向,0.9995118375955698,有关
dy,31,北京,2023-10-25,养狗不控制量，早晚害了狗。,负向,0.9998152341345444,有关
dy,30,安徽,2023-10-17,真的，作为一个妈妈看到这个画面我全身发麻，不敢想象小宝贝当时得多疼呀，她的妈妈又该多么绝望，每次带孩子在小区遇到不拴绳的狗我都会第一时间抱起孩子远离，尽管狗主人说狗不咬人，但是我不敢让孩子有那个万一呐，喜欢养狗我不反对不排斥，但是请在养狗的同时也保护好他人，尤其是小区小孩子又多！遛狗一定要拴绳！！！,正向,0.0,有关
dy,30,山西,2023-10-22,他们是在伸张正义吗？不他们只是在借的事件释放心底里的恶和想要杀戮的欲望而已,负向,0.9998971845911058,有关
dy,30,河南,2023-11-08,狗咬人赔不起的直接枪毙狗主人,负向,0.9998834166896238,有关
dy,30,四川,2023-10-18,物业在干嘛  业主的安全都不能保证还要收业主物业费,负向,0.9995934183081944,无关
dy,29,福建,2023-10-20,我又丑又脏又凶，看着怕死了，孩子们都怕我,负向,0.9998694700661196,无关
dy,29,河北,2023-12-18,捕杀大型犬流浪狗刻不容缓,正向,0.7026420298320097,有关
dy,29,广东,2023-11-08,直接导致有流浪狗出现的原因就是那些所谓的爱狗人士，，不接受反驳,负向,0.9987895574575738,有关
dy,29,河北,2023-12-18,捕杀大型犬流浪狗刻不容缓,正向,0.7026420298320097,有关
dy,28,江苏,2023-11-29,还好还好咬的是自己家的人。,负向,0.982874496062248,无关
dy,28,吉林,2023-10-18,我感觉拉布拉真可能是要帮忙 如果小一点的狗可能就上了 罗威纳干不过,正向,0.3804997740578031,无关
dy,28,山西,2023-11-11,狗主人逢人便说：我的狗不咬人,负向,0.7580167574235119,有关
dy,28,,2023-05-13,我看见过一只大藏熬把我一朋友咬了！一口小腿对串！第二口直接朝着脖子下口幸亏反应快往后退了半步要不直接就回姥姥家了！大型烈性犬相当恐怖！不管农村还是城市绝对不能养它！,负向,0.999381637616807,有关
dy,27,河北,2023-10-19,城市禁止养狗，狗主人必须判刑，,负向,0.9984761920977192,有关
dy,27,湖北,2023-04-28,很多说养狗的有爱心，其实不是，很多非常没素质，心里有问题。,负向,0.9841925549390425,有关
dy,27,安徽,2023-10-21,如果不能给它们一个家的话，至少给予它们活下去的机会吧,负向,0.9791426949054484,有关
dy,27,山西,2023-10-17,狗主人属于肇事逃逸，重判！你们有没有发现，养狗的人，都会说他家狗不咬人。太残忍了，还是两岁的幼童，支持法律取缔养狗！,负向,0.999813148148128,有关
dy,27,河北,2023-10-19,城市禁止养狗，狗主人必须判刑，,负向,0.9984761920977192,有关
dy,26,江苏,2023-11-08,说实话.这才是需要捐款的..,负向,0.6966866911365486,无关
dy,26,广东,2023-12-06,狗这种东西你越怕它就越凶，它发疯我比它更疯,负向,0.9998853239486998,有关
dy,26,河北,2023-10-17,我不懂问一下，如果大熊猫伤人了该怎么办？同是动物,负向,0.9996847162832124,有关
dy,26,浙江,2023-03-09,养狗的人最看不得这样了,负向,0.9998185716848412,有关
dy,25,广东,2023-10-17,唉，一辈子那么长，以后孩子怎么办,负向,0.9863531343415666,无关
dy,25,河北,2023-10-20,不爱请别伤害，地球不只是人类的,负向,0.999873940049646,有关
dy,25,山西,2023-10-21,人在做，天在看，迟早会遭报应的,负向,0.9987164087704627,无关
dy,24,黑龙江,2023-12-18,之前有个视频是带大型犬上嘴套出门文案特别委屈 我就说带嘴套委屈啥啊 然后我就被老多人骂了 骂我sqj,负向,0.9536404885090056,无关
dy,24,黑龙江,2023-12-18,之前有个视频是带大型犬上嘴套出门文案特别委屈 我就说带嘴套委屈啥啊 然后我就被老多人骂了 骂我sqj,负向,0.9536404885090056,无关
dy,24,广东,2023-10-22,@T615：小区里喜欢在公共场所乱叫的小孩能不能也抓起来管理一下,负向,0.8540355452783288,无关
dy,24,湖南,2023-11-03,说真的 中国对养狗很宽容了 还总有人说中国不够宽容 在发达国家 很多人想要养狗 还要经过左邻右舍同意才能养 在中国就没有,正向,0.4688654192482318,无关
dy,23,广东,2023-11-14,无语了 评论区有些人真的自私三观炸裂,负向,0.9995114207771572,无关
dy,23,,2023-10-17,在警察询问过后，那个司机不说实话，就是包庇罪，应该把这个司机也处理一下。,负向,0.9995351971459954,无关
dy,23,河北,2023-12-07,这时候怎么不出来认领儿子了。,负向,0.9976870648857386,无关
dy,23,浙江,2023-10-18,小区保安捕杀不牵绳狗时候，那些网暴保安的所谓高素质爱心人士又在哪？,负向,0.9998617816009484,有关
dy,22,福建,2023-11-29,我是最讨厌那些宠物.人都养不好了.还养宠物,负向,0.6930724605620355,有关
dy,22,新疆,2023-12-22,不合理，心理上的伤害更大，赔偿金应在百万以上,负向,0.999644072734224,无关
dy,22,新疆,2023-12-22,不合理，心理上的伤害更大，赔偿金应在百万以上,负向,0.999644072734224,无关
dy,22,,2023-05-13,这种事情仅仅是够的问题吗，狗主人不仅赔偿，必须担刑事责任。。。,负向,0.9994085113785972,有关
dy,22,山东,2023-11-08,穷还养狗，让他家人出去打工挣钱交医疗费,负向,0.999532456166058,有关
dy,22,新疆,2023-12-22,不合理，心理上的伤害更大，赔偿金应在百万以上,负向,0.999644072734224,无关
dy,22,广东,2023-10-17,好好判下，开个先例，杀杀那些天天不文明养狗的风气,负向,0.999673333601052,有关
dy,22,青海,2023-10-22,我是神经病，我不怕被网暴，我在西宁为流浪狗流浪猫发生,负向,0.9996899010772892,有关
dy,22,新疆,2023-12-22,不合理，心理上的伤害更大，赔偿金应在百万以上,负向,0.999644072734224,无关
dy,22,浙江,2023-10-23,我尊重文明养狗的人，也希望养狗的人尊重怕狗的人，也希望那些人不要虐杀狗,负向,0.9927452858953104,有关
dy,22,河南,2023-11-01,这个家伙他以前也是动物吧，（毕竟是猿人）本人澄清一下杀人犯就是会喜欢虐杀动物，但也不是大多数，有一些就很喜欢小动物,正向,0.6306253614766923,有关
dy,21,广东,2023-10-31,冬至到了我非常想领养一条三十斤以上的土狗,正向,0.999765707738618,无关
dy,21,广东,2023-10-21,小狗:你们为什么要抓我？,负向,0.9998893768386096,有关
dy,21,河北,2023-10-21,我有神经病我是00后我不怕被网暴，我为流浪（猫狗）发声,负向,0.8743854523962824,有关
dy,21,江西,2023-11-08,又一起恶狗咬孩子事件，狗主人穷不是理由，典卖所有财产判刑十年以上,负向,0.9992476915374732,有关
dy,21,山东,2023-10-23,"我是神经病我是90后我不怕网暴我为动物发生
首先，流浪狗流浪猫没做错什么
其次，流浪狗流浪猫没做错什么
最后，流浪狗流浪猫没做错什么",负向,0.9994045190610876,有关
dy,21,湖南,2023-10-22,真想看看小区其他监控啊,正向,0.6166166886831661,无关
dy,21,湖北,2023-11-25,对不规范养狗人应追加处罚,负向,0.9990604937701484,有关
dy,21,江苏,2023-10-17,这种人应该判个十年八年,负向,0.9496916610699736,无关
dy,21,湖南,2023-10-22,真想看看小区其他监控啊,正向,0.6166166886831661,无关
dy,21,湖南,2023-10-22,真想看看小区其他监控啊,正向,0.6166166886831661,无关
dy,21,湖南,2023-10-22,真想看看小区其他监控啊,正向,0.6166166886831661,无关
dy,20,广东,2023-10-30,我觉得这张图非常有意思,正向,0.9992594302404144,无关
dy,20,山西,2023-10-19,狗咬人的必须杀，狗主人必须赔,负向,0.9997826932719284,有关
dy,20,山西,2023-10-19,狗咬人的必须杀，狗主人必须赔,负向,0.9997826932719284,有关
dy,20,山西,2023-10-19,狗咬人的必须杀，狗主人必须赔,负向,0.9997826932719284,有关
dy,20,云南,2023-10-17,好心疼这位女孩，希望她能早日康复。我觉得这个狗应该处死，狗主人也应该赔偿判刑,正向,0.9662289082415754,有关
dy,20,山东,2023-11-12,要不是看过完整版视频！！！我就信了那对母女啦！！,负向,0.9589055697619032,无关
dy,20,河北,2023-12-13,起锅烧油吧，这狗没调教好，,负向,0.9981154079062547,有关
dy,20,,2023-09-05,狗主人转移狗的行为是否己经构成妨碍公务？,负向,0.99981881006914,有关
dy,20,安徽,2023-10-20,希望在捕捉到之后可以给他们一个收留所照顾他们，,正向,0.9998149359923474,有关
dy,20,甘肃,2023-10-21,为了这个评论我也点了个关注，所有的生命都值得尊重！！！生而为人且红，希望官方妥善处理！！！！,正向,0.9998229221972394,有关
dy,20,山西,2023-10-19,狗咬人的必须杀，狗主人必须赔,负向,0.9997826932719284,有关
dy,19,江苏,2023-03-08,帅哥，人在做天在看，你一定会有好报的,正向,0.9999403960955532,无关
dy,19,山东,2023-10-20,坚决严禁养狗，多少人被咬死伤，还污污环镜：,负向,0.999684954574068,有关
dy,18,浙江,2023-10-21,建议狗咬人，狗主人判死刑,负向,0.9998849066961668,有关
dy,18,甘肃,2023-10-09,就冲他说话时的恶心样子，狠判他,负向,0.999847417912232,无关
dy,18,河南,2023-12-19,前提是国家出台健全的法律，遗弃有罪，偷猫有罪，吃猫肉有罪。,负向,0.999584479482337,有关
dy,18,浙江,2023-11-15,我还是很看不得那些伤害流浪动物的人,负向,0.9997279827058884,有关
dy,18,浙江,2023-10-21,建议狗咬人，狗主人判死刑,负向,0.9998849066961668,有关
dy,18,天津,2023-10-21,这对他而言 或许已经是家人般的存在了,正向,0.9998435438849712,无关
dy,18,福建,2023-10-21,对啊，我收养狗然后我还被喷没有收养10只。超级可怕,负向,0.9970752999370092,有关
dy,18,甘肃,2023-10-09,就冲他说话时的恶心样子，狠判他,负向,0.999847417912232,无关
dy,18,上海,2023-10-21,给别的狗有什么关系吗？,负向,0.9999271048377452,无关
dy,18,河北,2023-10-29,这都不是人干的事！！！！！,负向,0.9999207869848874,无关
dy,18,四川,2023-10-18,一表弟，养了十多只罗威纳犬～就是最近咬人那种，好大，有一次让我们去他的狗场烧烤，去那动都不敢动，一会就带孩子走了，从此再也没去过,负向,0.5979076961183409,有关
dy,18,四川,2023-10-17,我是个很怕犬的人，看见小区里的犬都绕行，但是有的狗主人会故意牵狗过来很鄙夷的说，我家的狗乖得很，从来不咬人，你不晓得在怕啥子。我想说即便是不咬人，我天生就怕了，我看到它就汗毛倒立，就像有的人怕蛇，即便这蛇没牙，怕就是怕。为什么就不考虑一下别人的感受呢……,负向,0.6403090107609088,有关
dy,18,黑龙江,2023-10-17,这个黑狗主人如果不判刑，如何以儆效尤？这个狗的主人心好黑,负向,0.9995657076492748,有关
dy,18,山东,2023-10-23,我是神经病我不怕网暴我为动物发声,负向,0.9789141350202756,有关
dy,18,山东,2023-11-08,必须判刑，国家必须出手整治不牵绳的狗,负向,0.9988419783256468,有关
dy,18,江苏,2023-10-23,我为流浪狗流浪猫发声 我不怕网暴 呼吁成立动物保护法,负向,0.9843602203340572,有关
dy,18,上海,2023-10-21,给别的狗有什么关系吗？,负向,0.9999271048377452,无关
dy,18,山西,2023-07-17,养狗不管狗的人会有报应,负向,0.6188894589400569,有关
dy,18,中国台湾,2023-10-29,在台灣省被飼養的寵物狗都會被植入晶片，一旦寵物狗丟失或被惡意遺棄都會找到其主人，惡意遺棄的則要付法律相關刑責！,正向,0.0,有关
dy,18,甘肃,2023-10-09,就冲他说话时的恶心样子，狠判他,负向,0.999847417912232,无关
dy,18,河南,2023-10-22,我是正常人，我是00后我不怕被网暴，我为所有流浪狗（猫）发声 它们没有招惹任何人，它们也有生命,负向,0.963940961713604,有关
dy,17,山西,2023-10-23,哪里大肆捕杀流浪狗了？？别造谣,负向,0.9999176876399218,有关
dy,17,上海,2023-10-23,抓得好流浪狗早都该抓了,负向,0.4686699662553621,有关
dy,17,黑龙江,2023-10-23,它们从来不是什么流浪狗，它们也不想流浪地球就是它们的家善待每一条生命吧,负向,0.7691330355398591,有关
dy,17,山东,2023-10-23,我在山东 我是00后 我不怕网暴 不服来战 我为流浪猫狗发声,正向,0.6297711776730921,有关
dy,17,四川,2023-04-28,如果狗把人咬伤了，狗主人负法律责任的话，遛狗应该会好点,负向,0.8833826797457718,有关
dy,17,陕西,2023-10-19,流浪不是他们自己选择的,负向,0.99086749394435,有关
dy,17,河北,2023-10-17,我每次出去遇到不栓绳的狗跑到我身边的时候，我都提高警惕，有的时候闻我脚的时候我就立马抬起脚来随时准备踢，狗主人看我这样直接就牵走了。,正向,0.356817150525984,有关
dy,17,四川,2023-10-21,恶有恶报，迟早会遭报应的,负向,0.999861066326858,无关
dy,17,重庆,2023-11-04,说真的 看到这些事我真的破防了哭了好久 我很早以前养过狗 哈士奇 我真的很喜欢很喜欢 攒了好久钱买下 养了一两个月之后家里人就说它太烦了 在我睡觉的时候直接丢进电梯里 当时真的好无助好无助 去物业查监控发现被人抱走了 但是要上学真的没有时间去找人了 跟他们吵了好久 最后自己窝在房间哭了好久 那时候真的很累很累 在学校被人造谣 孤立 我都挺过来了 每天看到它摇着尾巴朝我跑过来真的很开心  我真的最崩溃的就是 在学校对面的狗肉店看到它了 我觉得好像好像 那时已经过去快一个月了 在对面时就发现了 经过时它还想朝我跑过来 但是脖子上的铁链禁锢着它 我真的憋不住了回家路上一直哭 我就真的 每天上放学看着它 我真的好无助当时 我就那么看着它长大 看着它被小孩打 我也只能抱着它护着它 狗肉店的人都觉得我挺傻逼的 他们眼里它只是几道菜 我好想好想把它偷走 我好怕好怕 我感觉很崩溃的就是 我能看着它长大 但是我也会看着它被人吃进嘴巴里 咽进胃里  我真的受不了一点,正向,0.9134548212836612,有关
dy,16,浙江,2023-11-15,支持博主所说的现状，现在很多流浪猫狗身上都有病菌，万一咬到有爱心的群众咋办，我们应该合理对待宠物，理性的看待流浪猫狗,正向,0.999300304146118,有关
dy,16,黑龙江,2023-10-23,我为流浪狗流浪猫发声 我不怕网暴 呼吁成立动物保护法,负向,0.9843602203340572,有关
dy,16,,2023-09-04,罗威纳，大型犬 猛犬，城里基本都是属于禁养,正向,0.3343310659827665,有关
dy,16,湖北,2023-10-17,罗威纳不是绳拴的住的，普通铁链都是轻松拉断，我家以前那只最后用汽车防滑链才栓住最好是用钢筋笼子关,负向,0.5915407792282679,有关
dy,16,,2023-09-04,罗威纳，大型犬 猛犬，城里基本都是属于禁养,正向,0.3343310659827665,有关
dy,16,广西,2023-10-18,今中午带娃下楼玩，娃被狗一直追，一直哭又摔了，当时急死我了，可能当妈的才懂那种心情，我一直在骂狗主人,负向,0.7992260509355731,有关
dy,16,,2023-09-04,罗威纳，大型犬 猛犬，城里基本都是属于禁养,正向,0.3343310659827665,有关
dy,16,山西,2023-10-26,彻底清理捕捉流浪狗。就地处决咬人恶狗。,负向,0.9997099848251344,有关
dy,16,云南,2023-03-09,不管这个视频真实不真实，他也是宣传一种在爱心正能量,正向,0.8351042060233809,无关
dy,16,江苏,2023-10-24,你们都以为狗狗喜欢流浪啊,负向,0.8953531090142519,有关
dy,16,,2023-09-04,罗威纳，大型犬 猛犬，城里基本都是属于禁养,正向,0.3343310659827665,有关
dy,16,广东,2023-10-21,不管怎样 我永远都会铭记2008年汶川地震时，67只搜救犬转战了5个重灾区，不知疲倦地搜救了10天10夜，救出了70％的幸存者。我永远坚信，坏狗的比例比坏人的比例少多了，狗是人类最忠诚的朋友。,正向,0.9997074215860736,有关
dy,16,重庆,2023-10-20,"“我救得了你的同类，但你现在能救救我的同类吗。”
              ——缉毒犬 搜救犬 导盲犬",正向,0.4790862886531926,无关
dy,16,河南,2023-10-17,我家邻居养两只泰迪，从来不栓绳子，那狗进电梯就往你身上蹭，那主人从来不制止就只说没事它不咬人，好多小孩都被吓哭了，那人也就笑笑,负向,0.7981544119292643,有关
dy,15,广东,2023-10-17,我老家有一个人养的烈性犬他家杀鸡的，天天给狗吃鸡内脏和生肉，前段时间把他娘内脏吃完了，现在看见这个人在没笑脸,正向,0.0,有关
dy,15,江苏,2023-10-17,每个地方，都该整治狗狗了，不要让流浪狗，未拴绳的狗，害了孩子的身心健康,负向,0.9171499854603766,有关
dy,15,湖北,2023-10-17,不管几年，孩子已经毁了，这辈子咋办,负向,0.9997745878737484,无关
dy,15,上海,2023-12-22,动物园里的狮子、老虎如果咬了人都得死，更何况一只咬人的狗。,负向,0.9998432459126718,有关
dy,15,山东,2023-10-23,抓了之后是收容附加寻求领养还是私下捕杀需公开 大家共同监督,负向,0.9349980083629283,有关
dy,15,浙江,2023-10-17,还好拉布拉多没咬人，看来拉布拉多还是亲人类的,负向,0.6145579722683507,有关
dy,15,吉林,2023-10-31,基本上重大变态犯罪分尸都曾虐过猫狗   央视看的真实事件 不信你们自己打开分尸案件看罪犯介绍,负向,0.9932593991338904,有关
dy,15,广东,2023-11-08,最恶心养狗人说我家狗不咬人,负向,0.9990954056497684,有关
dy,15,重庆,2023-10-22,别抓狗了抓我吧我比狗疯多了,负向,0.9999087473504532,有关
dy,15,辽宁,2023-11-08,穷不是逃脱法律的理由吧。,负向,0.999443012173959,无关
dy,15,湖南,2023-10-21,不管怎样 我永远都会铭记2008年汶川地震时，67只搜救犬转战了5个重灾区，不知疲倦地搜救了10天10夜，救出了70％的幸存者。我永远坚信，坏狗的比例比坏人的比例少多了，狗是人类最忠诚的朋友。,正向,0.9997074215860736,有关
dy,15,湖北,2023-12-14,大蓝虽然偶尔吹下牛逼，但是三观绝对是没问题的，只是喷子太多了，总是喷他,负向,0.9257556533505208,无关
dy,14,湖北,2023-11-19,感觉他的眼睛里有一种说不上来的悲伤，看上去好可怜,正向,0.998519549503328,有关
dy,14,重庆,2023-12-18,有一次我娃被对面跑来的狗吓到了，结果人家狗主人就说我家狗不咬人的，这话我发现好多狗主人都说过。,正向,0.0,有关
dy,14,内蒙古,2023-08-26,大半夜也这么叫真的会让人疯,负向,0.9998863371002642,无关
dy,14,江苏,2023-11-29,还好自家养的咬了自家人，要是咬到别人可能又上热搜了,负向,0.9922033428325888,有关
dy,14,上海,2023-12-22,动物园里的狮子、老虎如果咬了人都得死，更何况一只咬人的狗。,负向,0.9998432459126718,有关
dy,14,四川,2023-10-23,我只想说后续怎么处理？,负向,0.999856298341335,有关
dy,14,上海,2023-12-22,动物园里的狮子、老虎如果咬了人都得死，更何况一只咬人的狗。,负向,0.9998432459126718,有关
dy,14,江西,2023-10-23,不是我不理解，为什么评论区对流浪狗有这么大的恶意啊，还有些流浪狗，一看就是经常被人投喂的呀而且也不是全部的狗都会咬人吧？没事，我是00后，不怕你们骂,负向,0.9990764009172252,有关
dy,14,重庆,2023-12-18,有一次我娃被对面跑来的狗吓到了，结果人家狗主人就说我家狗不咬人的，这话我发现好多狗主人都说过。,正向,0.0,有关
dy,14,上海,2023-12-22,动物园里的狮子、老虎如果咬了人都得死，更何况一只咬人的狗。,负向,0.9998432459126718,有关
dy,14,山东,2023-10-20,狗咬人，判狗主人十年以上徒刑,负向,0.999638888035193,有关
dy,14,天津,2023-10-10,这么好的流浪狗为什么没有人收养呢,负向,0.8913607742231449,有关
dy,14,湖北,2023-11-19,感觉他的眼睛里有一种说不上来的悲伤，看上去好可怜,正向,0.998519549503328,有关
dy,13,,2023-06-21,说实话，这种大型猎犬说实话，真的是不是一般的恐怖？出门遛狗，狗嘴也不包一下，这些主人真恶心。,负向,0.9998822246852797,有关
dy,13,安徽,2023-10-21,我就被狗咬过两次但我还是不怕狗,负向,0.6286999973787069,有关
dy,13,,2023-06-21,说实话，这种大型猎犬说实话，真的是不是一般的恐怖？出门遛狗，狗嘴也不包一下，这些主人真恶心。,负向,0.9998822246852797,有关
dy,13,重庆,2023-10-21,"狗儿要听狗儿歌，小狗雪地画梅花
小狗下雨要回家，向前直走就是家",正向,0.999873582343632,无关
dy,13,福建,2023-10-23,我只想说一句:这个蓝色的星球不仅仅属于人类，也属于动物，它们有权和我们分享这颗美丽的星球。,正向,0.3269284402208257,有关
dy,13,,2023-06-21,说实话，这种大型猎犬说实话，真的是不是一般的恐怖？出门遛狗，狗嘴也不包一下，这些主人真恶心。,负向,0.9998822246852797,有关
dy,13,重庆,2023-10-17,大型犬还是该和管制刀具一起列入一个等级。这几年经常都有狗咬小孩的事件发生，大狗不带工具很难立即驱赶，尤其是小孩。,负向,0.6334438831020037,有关
dy,13,,2023-06-21,说实话，这种大型猎犬说实话，真的是不是一般的恐怖？出门遛狗，狗嘴也不包一下，这些主人真恶心。,负向,0.9998822246852797,有关
dy,13,广东,2023-12-07,有恶狗，也有恶人，因为一条狗咬了人，就要杀死所有的狗？因为一个人犯了罪，所有人都要死？？,负向,0.9999058268625554,有关
dy,13,浙江,2023-12-06,8岁，那么小小的脸要缝90针，9针我都不能想象了,负向,0.999853675870746,无关
dy,13,广东,2023-11-11,虽然我也觉得有的小狗挺可爱好像也很忠诚，但是个人觉得某些爱狗人士比更可怕他不咬人，但是很流氓,负向,0.9899170311564944,有关
dy,13,陕西,2023-10-21,大家一起呼吁出台动物保护法,负向,0.7179540210021962,有关
dy,13,北京,2023-10-18,完了我还想养捷克狼犬呢，这下彻底没机会了,负向,0.9991921027835318,有关
dy,13,云南,2023-10-17,作为两个娃的妈妈，太心疼孩子了,正向,0.922606051110776,无关
dy,13,浙江,2023-11-15,"我很爱狗，但我更爱同类
市场需要合理化，规范化，制度化，而不是一味的用情感去让自己站在高处",负向,0.7680697935728631,无关
dy,13,内蒙古,2023-12-22,终于听到个正常人的发声了,正向,0.9971898282256112,无关
dy,13,甘肃,2023-10-20,动物保护法都不立用什么工作权犬,负向,0.9998216708001132,有关
dy,13,内蒙古,2023-12-22,终于听到个正常人的发声了,正向,0.9971898282256112,无关
dy,13,浙江,2023-10-17,城市养大型“烈”犬，还不牵绳不到口套养狗人的名声就是被这种人败坏掉的shashashashasha！,负向,0.9997540863203688,有关
dy,12,山东,2023-11-14,李小冉薛之谦看到了都哭晕了,负向,0.8022438032767809,无关
dy,12,河南,2023-10-21,我很是不懂，咬人的是外国犬为什么被抓被无公害处理的都是田园犬（流浪犬大部分都是）？因为它们没有外国犬高贵是吗？？,负向,0.9998799598352583,有关
dy,12,四川,2023-10-21,我有神经病我是00后我不怕被网暴，我为流浪（猫狗）发声,负向,0.8743854523962824,有关
dy,12,四川,2023-10-17,依我个人认为，就该严惩养狗人，因为有的养狗感觉他养了个了不起东西式的，痛恨这些养狗狗不釆取安全养法,负向,0.9995617154133356,有关
dy,12,江苏,2023-10-21,人发疯的时候打伤人或者打死也没看见被枪毙，有多少人做人做事都不如狗,负向,0.9997890702787942,有关
dy,12,上海,2023-10-22,我最讨厌那些刷到可爱猪猪羊羊牛牛视频的时候 发那种调侃它们是餐桌上食物的评论的网友 为什么你都吃别人了 还不能给人家生命最基本的尊重和留下温柔的语言,负向,0.999444621359963,无关
dy,12,福建,2023-10-17,明知道是猎犬还放任自流，真不知道说什么好(希望多判几年),负向,0.999906184454744,有关
dy,12,河南,2023-10-22,难道就要因为一条狗，一个小女孩的事件就要让所有其他没关系的狗狗来付出代价嘛？错误的是那一件事，何必牵扯到其它人，其它物。,负向,0.9997413921111332,有关
