title,time,like,uname,sex,content,ip,rpid,root,senta,senta_prob
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-25 06:07:56,38,然没有女朋友,保密,回复 @菜中黄瓜 :人家至少富贵过，我们祖辈艰苦奋斗，我这辈艰苦奋斗，下一代艰苦奋斗[笑哭]，现在已经不是国家穷而是钱都在上层流动不了了，普通人只能光卷漏的那几点缝缝。哪怕俄罗斯老铁们曾经也面包自由过，黑面包比饲料还便宜，甚至拿上好的黑面包喂猪,IP属地：山东,195870633840,195611616096,正向,0.9999023097509152
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-25 10:57:58,14,zzkzg5555,保密,回复 @然没有女朋友 :那你润呀，准备个30万先移民意大利然后转荷兰，记住，选择比努力重要,IP属地：江苏,195906474016,195611616096,正向,0.9999250185314565
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-25 11:03:50,8,然没有女朋友,保密,回复 @zzkzg5555 :建议你5级以后再来网络捣乱，你的等级这么低，哪家水军这么磕碜,IP属地：山东,195907412816,195611616096,负向,0.989832784591286
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-25 14:48:57,7,-ISISI-,保密,回复 @天空旅行家 : 到处都是公园和大面积绿地草坪，很多餐馆商场宠物可进，没有什么“小孩老人害怕”不能遛的区域，每天工作9-5点（很多是10点开门），一般事务回复时限是14日-30日（碰到过处理了半个多月的，还只是回消息不保证解决问题）。有点条件的房子附近必有小花园。这条件遛不了狗吗？,IP属地：荷兰,195939349728,195611616096,正向,0.9983333634121792
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-25 15:41:23,7,菜中黄瓜,保密,回复 @然没有女朋友 :请问你985，211毕业的吗？如果不是，你哪里艰苦奋斗了？如果是，你的儿女可以在你的基础上继续奋斗。,IP属地：上海,195947171584,195611616096,正向,0.9947973305577413
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-25 20:30:32,6,峨眉山的猴差不多得了,保密,回复 @然没有女朋友 :建议你6级之后再出来说话，5级号疑似有点低端了，现在水军都不打钱的么？[笑哭][响指],IP属地：湖北,195967296784,195611616096,负向,0.5759930479842694
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 09:04:37,802,桑菲勒,男,真正爱狗了解狗的都不会在城市里养狗，天天把狗一个狗关屋里就是一种折磨，狗是典型的户外动物需要活动空间需要玩伴。,IP属地：重庆,195611616096,0,负向,0.969971807761258
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 03:59:14,69,童话镇里七彩的河丶,保密,先把流浪狗收容或者扑杀这件事处理了吧，然后在解决遛狗不牵绳不带嘴套一件一件来,IP属地：广东,195576226128,0,负向,0.9990996956486065
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 06:11:30,13,Rogeryu172,保密,抬高领养价格和税收呗，羊毛出在羊身上,IP属地：广东,195593417584,195569243600,负向,0.9998202404663488
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-26 11:50:13,82,苦海渡我,男,其实是因为我国在很多方面相当的模糊。模糊有利有弊，利就是可以在执法的时候人性化一点，弊就是人性化过头或者看人下菜碟,IP属地：四川,196057153216,195569243600,负向,0.999749378172659
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-26 23:06:34,11,mmmm也,保密,根本不是钱的问题，只不过是不重视这个问题不想解决罢了，十年前电信诈骗也不管，现在因为上头的一句话，你看现在管的多严格，我倒没见过多招人专门解决电信诈骗这个问题啊。,IP属地：美国,196111624208,195569243600,负向,0.9997531327984746
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-27 04:29:01,10,gcdlcm,保密,回复 @mmmm也 :工作也是有轻重缓急的，你觉得扫黑除恶，电信诈骗，管理流浪狗这些社会问题哪个更重要？哪个应该先开展？所有工作一起开展的话警察部门哪有那么多人手，这些年要管理的东西越来越多，本来基层人手就不够。,IP属地：陕西,196138703392,195569243600,负向,0.999561477069193
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-27 08:54:31,10,WhokilledAbel,男,回复 @mmmm也 :别扯淡了，就是个衡量投入产出比的问题，十年前智能手机都没普及还是按键机呢，电诈什么水平危害有多点？现在什么社会什么水平？电诈危害有多大？都投入各种人力物力反电诈反了至少两三年了，你不知道所以就没投入？,IP属地：云南,196166743248,195569243600,负向,0.9997734555010069
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 03:00:08,337,零葬无灵,男,[OK]基层不管？你没有财政都是屁话。你装芯片打疫苗都是小钱，人工费才是中国这么多人口警察都管不过来，你还要搞一个部门。没钱啥都不好说,IP属地：广东,195569243600,0,负向,0.9998174989035533
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 15:09:31,57,四次元AK47,保密,罚款力度跟捉赌捉嫖一样，就有人管了,IP属地：广东,195523162064,0,负向,0.9996828092318601
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 07:26:00,7,我红我骄傲,男,可是并不是所有人都这样想呀。有的人把狗做祖宗，他也要求别人对他的狗也要当做祖宗。不要听网上网上一个个都说自己为你养狗，要看现实。好多遛狗不拴绳的人，你提醒他要拴绳子，他就会暴跳如雷。,IP属地：安徽,195738101968,195569727312,正向,0.0
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 03:03:27,56,qbamboo123,保密,"我家就养狗，养了快10年了，是一只金毛，每次出门都带狗绳，一般遛狗的时间都在晚上10点后小区人少的时间。
非常不喜欢不牵狗绳的狗主人，小区小朋友就被不牵狗绳的狗吓到好多次。
个人认为：狗是一种可能威胁到他人安全的有主人的动物/工具，狗伤人就相当于人伤人，狗杀人就相当于人杀人，狗在行凶时就是主人手上的刀，在养烈犬的时候就能明白危险性，在不牵狗绳不带狗套进入人群的时候，就可能发生危害他人的状况，这和饮酒驾车是一个道理。因此狗伤人，必须按狗主人伤人案件处理，狗杀人，必须按狗主人杀人案件处理，这才公平。
出行如果牵绳带嘴套（符合对应狗体重的规范），还导致了意外，那就按照意外处理，狗也要上意外伤害险，如果有，我愿意为我的狗买。",IP属地：湖南,195569727312,0,正向,0.40498992989313365
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-29 14:12:06,15,知识de美,保密,角度新颖，但我认为有点偏差：现在最大的问题是“爱狗人士”用  “赋予”狗过度的“权利”  来  逃避他们自己的责任。我觉得这就是双标，不是认知偏差。就像经典的：狗咬人了，“关我什么事？”  而人要沙狗了，“你侵犯我的财产”。他们知道自己的狗是宠物狗，是自己的“财产”，但一旦Ta的“财产”给Ta带来麻烦，就会搬出狗的权利来逃避自己的义务......这是权与责的问题，不是认知的问题（不排除有个例，但总体上是这样的）,IP属地：湖北,196476251232,195756329664,正向,0.4441331514144622
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 10:02:41,62,好想中此奖,男,我们国家狗普遍以3种状态存在。以农村牲畜形式存在的狗，以城市宠物形式存在的狗，以及部分区域的以食物形式存在的狗。社会对这三种狗的认知态度是不一样的，同时具体的某一条狗是可以在这三种状态切换的。造成了社会无法对同时属于又不属于这三种狗的流浪狗达成完全共同的认知。标准的处理流程也无从谈起。,IP属地：江苏,195756329664,0,正向,0.8722178945987054
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 10:41:14,62,缩水四书,男,解决的难点就在于过于占用公共财力和人力，可以利用一下天眼系统和AI识别，发现有同一只狗长时间单独在外就报警捕获，总比城管在大街上漫无目的的寻找有效率！[思考],IP属地：北京,195482820352,0,正向,0.7685492896739525
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 15:15:32,30,XXX13500,保密,要养伴侣犬那就当人养，不然没意义,IP属地：北京,195524058176,195480064176,负向,0.9059720166234619
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 00:09:48,10,天地唯i,男,又没让你养,IP属地：北京,195553586560,195480064176,负向,0.8634729190423052
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 01:30:49,16,两仪玉宁,保密,有钱的养儿子，没钱的就不会养,IP属地：浙江,195560234928,195480064176,负向,0.9778038225426897
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 02:28:01,19,连垂,男,讲个笑话 荷兰因为新冠宵禁的时候 8点以后人不能出门 但是可以出门遛狗,IP属地：荷兰,195565922032,195480064176,负向,0.9966975930915822
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 04:09:05,12,颓唐的倾听者,保密,我也想说，要是这么整农村谁也别想养狗，因为就是想养个狗看门护院，白天拴着晚上撒开，你得让我带它交朋友，得一天遛几回，哈不能让他单独呆着，是不是农村都不许养狗？意大利的方法倒是可以借鉴，就是得把爱狗人士祖坟给刨了。直接国企或者公司或者NGO专营，把城市宠物这一块直接给他们给他们罚款的权力，国家给部分补贴，你可以卖狗但也负责抓流浪狗，能卖出去的卖卖不出去的直接人道毁灭。当然会导致养狗难，办证贵、乱罚款等一系列问题，但基本也就爱狗人士会跳脚，因为他们捞不着钱了，B站这帮爱狗救护站也就捞不着捐款了。这就跟日本垃圾处理一样，我能罚款，我能不收你家垃圾，你不分类你不打好包我就不收你的，自然乖乖的让干啥就干啥。,IP属地：河北,195577637152,195480064176,负向,0.9998578479591274
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 04:37:36,22,长干巷里,保密,看起来相当荒谬，我不觉得他们的政策是为了减少流浪狗，更像是白左思想上脑。提高门槛是对的，但搞成这样着实离谱。,IP属地：吉林,195581826000,195480064176,负向,0.9998319219560017
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 04:42:21,55,烛火凛冬,男,以前养狗只是为了看家护院，现在农村里基本上没这个需求，养狗的都不多了。而城里有闲工夫养狗的确实都是当爹养的，主打一个陪伴、精神寄托。我也喜欢狗，但对我来说狗顶多只能算是朋友，不能理解把动物当爹当儿子这般亲密甚至狂热的人。但只能说求同存异，只要别人不侵害到你的利益，你管他怎么做呢，尊重他人喜好。,IP属地：安徽,195582650240,195480064176,正向,0.9987936668792301
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 05:26:55,34,啥都懂不懂奇葩,男,要养就应该好好养，觉得麻烦不养不就行了,IP属地：上海,195588736880,195480064176,负向,0.7012561968935955
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 08:00:15,19,哒谭图,保密,回复 @颓唐的倾听者 :跳脚的应该是你说买来看护门院的，还有因为可爱临时起意买的，对狗又没什么感情，不喜欢就扔了，以前很多流浪狗就是农村人进城了又不想带，遗弃了，我家也面临过这种情况，恰好村里有亲戚帮忙照看，那些真正的爱狗人士不会丢狗，自然不怕罚款。,IP属地：四川,195604562480,195480064176,正向,0.351718659880067
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 09:37:28,16,calorie1,保密,其实就是让你不要养，其实养孩子也是一样的，封建社会，大家生7-8个孩子，一点压力都没有，因为孩子5岁就可以干活了，而且不用读书，想打就打，现在又是义务教育，又是不能随意打骂，养孩子成本直线上升，所以生育率就很低,IP属地：浙江,195615652848,195480064176,负向,0.815220650697249
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 10:03:09,14,实尔的十二时,保密,你父母是养孩子不是养爹，所以你去给你父母磕一个再打自己两嘴巴，你不配在你爹妈面前当人。看到跟孩子相处好的父母你也要上去叫两声，“你对你爹都没那么好吧！”,IP属地：广东,195619281888,195480064176,负向,0.9992316052149057
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 17:01:42,9,娇气的三角龙,男,你觉得在养爹他目的就达到了呀，劝退你我这样的不可能像对爹一样对狗的人，狗的基数，就存在的绝对数量变少了，这才能进行更好的管理。中国因为这个数量没法管，一步到位基层执行不了，需要循序渐进，后续先提高门槛，把数量降下去才有的管。,IP属地：山东,195677373600,195480064176,负向,0.7444477524270425
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 05:36:57,6,庄子有鱼,保密,你养它又不是为了啥，不提高门槛怎么行，不提高门槛就是养随心养，丢随心丢。毕竟你留着它又不干别的，直接丢了还清净，不少人养腻了之后丢起来就没有心理负担了,IP属地：广东,195726924144,195480064176,负向,0.9985887622279677
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 06:17:34,6,退出游戏-,保密,回复 @颓唐的倾听者 : 先要搞懂为什么要解决流浪狗问题？因为流浪狗伤人且传播狂犬病啊，农村人也是人，生命健康也需要被保护。大部分人只关注城市里的流浪狗纯粹是幸存者偏差，农村流浪狗那才叫泛滥，而且根本不打疫苗、不绝育、不牵绳。小时候在村里被狗追过、咬过的小孩都不计其数，只是大家习惯了，加上村子环境闭塞，不会闹上新闻而已。我国死于狂犬病的人大部分是在农村县城。如果真要管理，农村才是重中之重。让狗看家护院并不是刚需，作用微乎其微，而且如果因为看家的工具属性养狗，等狗老了、病了、残了，就必然会将狗遗弃，造成社会问题。大幅提高养狗门槛几乎是最有效的解决流浪狗方法，觉得像养爹恰好说明你不是政府认为的理想养狗人，那就别养呗，不养就不可能遗弃。如果只把狗当工具而不是家庭成员，就必然存在遗弃风险。,IP属地：广东,195731296240,195480064176,正向,0.7083795583104013
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 07:11:28,6,我红我骄傲,男,回复 @烛火凛冬 :关键问题，把狗当爹当儿子是仅对于养这条狗的这个人，你不能要求所有人呀。,IP属地：安徽,195736584128,195480064176,负向,0.989263124918871
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 10:23:46,111,衡阴992,保密,这是养狗啊，还是给自己养个爹呀,IP属地：山东,195480064176,0,负向,0.9994437276069448
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 10:32:13,33,徒徒秃秃秃,保密,喂流浪动物的全是若只，要么带回家养着，要么就别喂,IP属地：江苏,195623479792,195622676336,负向,0.9965716750983233
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 02:47:06,35,月下观星丶,男,回复 @被人举报3年前的评论 :破坏人的财产，污染环境，会伤害到人，之前还有一个猫过马路时把一个骑电瓶车的大爷碰倒了，以玩乐为目的捕杀小型动物破坏当地生态，而且中国的猫是从外国引进一直都是外来入侵物种，本来就不应该出现在家庭以外的地方。,IP属地：河南,195706361808,195622676336,负向,0.9745796661214712
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 04:39:43,27,走一张大王,男,回复 @被人举报3年前的评论 :破坏生态且扰民[笑哭],IP属地：河北,195719746608,195622676336,负向,0.9862499755881515
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 09:08:31,27,Kaiser丶sama,保密,回复 @被人举报3年前的评论 :一看就是不太见流浪猫的人，半夜发春，一叫叫两个小时，在听到之前我也像你一样，觉得流浪猫能有多大危害。,IP属地：浙江,195748956864,195622676336,负向,0.7774015109378212
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 10:10:35,27,熊猫吖哈哈,保密,回复 @被人举报3年前的评论 :嗯，猫属于顶级掠食者，对同体型及以下的动物具有超强杀伤力，另外半夜猫叫春是真的吓人[笑哭] 不过东北这边还好，冬天会自动消除一大部分野猫野狗。,IP属地：吉林,195757359632,195622676336,正向,0.0
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 12:14:21,11,地下嘎嘎铺,保密,"回复 @被人举报3年前的评论 : 他说的是“还有流浪猫危害也挺大的”，没有说对人。说的是其他人会为他们的行为买单。
虽然对一般人就不太干净，会抓车垫子，半夜叫一小时之类的比较烦。
但对养了宠物的人危害大些，可能自己家猫狗被传染病（宠物治病很贵）流浪没噶蛋领地意识强，带家里猫狗出去时起冲突被记恨上是真的会半夜翻上来开纱窗揍你家宠物，你在的话也会伤你……被流浪动物伤了都是疫苗打满的，也别忘了宠物也要去医院。还有家里猫发青了也会被…公的没事，母的到时候不说生产可能对宠物有伤害，生下来一窝小猫，还是主人负责[辣眼睛]
而且投喂会让它们有更好的环境来生育，在冬天不冷的城市它们还会无限增殖……
这么算其实不噶蛋的散养和流浪差别不大，可能好在找到主人能有赔偿吧。",IP属地：韩国,195775318240,195622676336,正向,0.4247666457480648
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 12:52:29,16,月下观星丶,男,回复 @洹河浪涛 :不可能的，只会有人一直喂一直扔，极少有人会绝育，连宠物猫都做不到，更何况是流浪猫。,IP属地：河南,195780650512,195622676336,负向,0.7925403290618647
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 13:05:10,13,月下观星丶,男,回复 @被人举报3年前的评论 :猫吃饱了也会虐杀其他动物，而且还有入室攻击其他人宠物的记录，不投喂流浪猫不止对人好对流浪猫也是最好的，它们没有充足的食物就不会繁殖，就不会有小猫冻死饿死过马路被碾死，也不会因为地区流浪猫太多给人造成困扰导致爱猫和受猫困扰人的对立争吵，猫作为宠物最好的归属也是在家里睡觉玩耍最好，喜欢请领回家养，自我满足的投喂流浪猫只会带来更多的悲剧和矛盾冲突。,IP属地：河南,195782410592,195622676336,正向,0.998543371444903
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-25 08:01:54,7,地下嘎嘎铺,保密,"回复 @月下观星丶 :哈哈，然而你和投喂的人这样说没用的，那群人自己不养的怎么会信“恨猫的人造的谣”[翻白眼]让他们别喂他们会急，让他们去领一个他们要么各种理由养不到要么直接骂你。
还有人觉得你不喜欢流浪宠物怎么会喜欢宠物的，可惜我就是因为自己带宠物出去的时候没少被流浪散养的宠物祸祸过。支持散养流浪不牵绳一起清理，罚多严都罚到我我当然支持了[卡缇娅双子座主题装扮_笑嘻了]",IP属地：韩国,195883517552,195622676336,正向,0.9999174486865385
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 10:27:10,58,月下观星丶,男,还有流浪猫危害也挺大的，但还是有很多人感觉投喂流浪猫是善举让所有人给他们买单。,IP属地：河南,195622676336,0,负向,0.9687412983508281
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-25 10:52:06,11,葫蘆小C剛,男,难的 人毕竟不是机械 现在已经是不严格监管 还到处有人觉得自己 被管太多 ！然而也是这群玩意 出事了又觉得政府要管管的太少。人多口杂，有些东西太难统一了,IP属地：福建,195905775024,195642984656,负向,0.31524287832604614
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 12:48:34,50,麻-辣-鸡-丝,男,再好的办法到咱们这里基本都行不通，毕竟地太大了，人太多了。而且可以说整个社会从一开始就没有严格执行力，过度的讲人情，得过且过，现在再想严格执行，那难度可想而知,IP属地：山东,195642984656,0,负向,0.9531346807807672
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 11:28:42,50,迷失的音符,保密,一切问题源自“爱狗人士”的极度霸道，它们想控制他人去保护和它们完全无从属关系的害兽，就和美国强迫他人去支持以色列一样,IP属地：上海,195489942480,0,负向,0.9989350889971504
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 10:38:11,50,Lancelot_koenig,保密,规范什么了？报告有用吗？我在一个二线城市，市区内规定不允许饲养大型犬，但是小区里一堆不牵绳溜大型犬的，打12345投诉了好几次都是反馈管不了,IP属地：湖北,195482335824,0,负向,0.9987724608367188
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-24 03:18:03,13,马略斯,保密,回复 @bili_11325965919 :狗要是没拴绳，没狗牌，抓就是应该的。,IP属地：辽宁,195709539936,195566147952,负向,0.9973142252064271
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 02:31:20,43,马略斯,保密,别说没有能力，你把罚款和治理费下方到地方，给个绩效，综合执法和城建为了它能打起来。,IP属地：辽宁,195566147952,0,负向,0.999549380055079
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-23 01:14:15,38,高桥志宏,保密,视频里面有一点搞错了，说狗肉贩子的狗，都是品种狗，都是弃养的，我说些正确的情况。狗肉贩子，注意是狗肉贩子，不是偷狗人，他们的狗肉来源的确很多是品种狗，大部分买狗的人，都只买小狗，而一直放着卖不出去的，长大了的狗，一般就当肉狗卖了，这才是真正的狗肉最大来源（有吃狗习俗的地区除外，那边有专业养狗场，能标准化生产最好的肉狗，用最具性价比的品种）。那些怪别人吃狗肉的，请别买狗，因为买狗就肯定会狗肉。爱狗人士能做到吗？能忍住不买吗？,IP属地：广东,195558704480,0,正向,0.854843824425501
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 11:28:31,35,忆城中日月,保密,流浪狗怎么来的，问问那些所谓的狗主，就知道了,IP属地：福建,195489932384,0,负向,0.9991470606575987
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 16:53:37,16,落雨无久,男,是你们的祖宗，不是他自己的。我认识一个女的平时把狗当孩子养，我不小心踩了一脚还被她骂了一顿，后来她和她男朋友吵架，拿狗当流星锤使……当天要不是我在场那小博美估计都嘎了，后来我把狗带回家养了一周左右她又过来要，她和我女朋友同乡同学，骂了一顿也只能还她。,IP属地：浙江,195536946368,195478792848,负向,0.9682769884611702
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 22:38:15,8,milk2015,保密,回复 @落雨无久 :这哪儿是狗祖宗，分明是这女人想当所有人的祖宗[笑哭],IP属地：上海,195549527712,195478792848,负向,0.9782087961141883
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 10:16:10,92,天下美酒多宝丰酒好喝,保密,我养狗就是养狗，有些人养狗是养祖宗[doge],IP属地：广东,195478792848,0,负向,0.9973600636531579
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 11:10:18,14,笑翠鸟先生,保密,喜欢下狗肉馆子的养狗人士过来点赞[doge],IP属地：安徽,195487204880,195477086848,正向,0.8559563532384686
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 12:03:56,7,川宝说要有光then_,保密,回复 @朱欣22区 :狗吃巧克力会噶，人吃巧克力会补充能量,IP属地：黑龙江,195495091888,195477086848,正向,0.6781934727552397
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 14:10:18,6,中国珂学院官网站长,男,我看了一大半，总结国外的🐶&gt;国外爱🐶人士,IP属地：湖北,195513871712,195477086848,负向,0.9943796298703447
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 15:58:23,19,久安老哥,男,看得，我就是爱狗人士[微笑],IP属地：辽宁,195530500496,195477086848,负向,0.6849960892474307
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 16:03:05,8,_珂朵莉_,男,回复 @久安老哥 :你真懂还是真不知道现在的“爱狗人士”指哪些逆天人群？,IP属地：广东,195530953152,195477086848,负向,0.9985485549713324
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 21:13:26,7,没电了就充电吧,保密,我也是爱狗(🥩)人士,IP属地：山东,195547779152,195477086848,负向,0.8907137750533138
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 10:03:25,339,小胡走遍天下,男,爱狗人士可看不得这个[doge],IP属地：广东,195477086848,0,负向,0.9991619553657003
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 10:30:16,100,妙身皇父,男,那就收狗税呗，养狗的交，不养不交，养了不交按逃税处理，保险公司们再搞个宠物医疗险[吃瓜],IP属地：黑龙江,195481123552,0,负向,0.9997489609769019
荷兰凭什么是首个无流浪狗国家：方法估计某些“爱狗人士”不答应,2023-11-22 14:40:24,32,爱飞行的小李吖,保密,不想养了卖给狗肉贩子也好过丢去流浪啦,IP属地：广东,195518650016,0,负向,0.9989660668584932
关于捕杀流浪猫狗的争吵，最关键的问题其实被忽略了,2023-10-28 01:28:39,412,霞式犯困,保密,经常有人说狗怎么就不能虐杀，我的评价是人有智慧，人有共情力，人有怜悯之心和善良之心，如果非要上赶着和野兽比的话那你这个人我确实说不得，你和野兽的差别只在于你会说话。另外我不觉得真正的爱狗人士会不爱人。一些爱人人士差不多得了，对狗的态度是生物灭绝的，对人的态度又能好到哪去？谨防身边每一个二极管极端化的人,IP属地：福建,191891366064,0,正向,0.9902608276447253
关于捕杀流浪猫狗的争吵，最关键的问题其实被忽略了,2023-10-27 14:04:06,362,借我300去洗牙,保密,还有的人 狗是走丢了当流浪狗处理，其实也应该普及芯片,IP属地：意大利,191845902832,191839344272,正向,0.0
关于捕杀流浪猫狗的争吵，最关键的问题其实被忽略了,2023-10-27 14:59:18,104,安静的哑巴丶,保密,回复 @借我300去洗牙 :国内很多人连宠物办证打个疫苗都不愿意，你觉得这种人会带着宠物去花钱植入芯片[辣眼睛],IP属地：重庆,191854057808,191839344272,负向,0.8719419134944282
关于捕杀流浪猫狗的争吵，最关键的问题其实被忽略了,2023-10-27 15:00:41,103,一天换一个纸片人老婆,保密,回复 @借我300去洗牙 :是的，我甚至希望宠物芯片能自带定位功能，我真的不想失去我家的小猫,IP属地：江苏,191854325200,191839344272,正向,0.0
关于捕杀流浪猫狗的争吵，最关键的问题其实被忽略了,2023-10-27 15:22:38,7,一只小太阳鸭cbh,女,回复 @借我300去洗牙 :芯片钱你出？还是你制造？光会提意见，流浪狗在国内几十年了怎么到今天你才发声？,IP属地：内蒙古,191857459584,191839344272,负向,0.9991172702009763
关于捕杀流浪猫狗的争吵，最关键的问题其实被忽略了,2023-10-27 15:31:17,147,彼夫洛夫斯基,女,回复 @一只小太阳鸭cbh :[尴尬]说实话 如果出台这个政策 我非常愿意自费 因为如果这些钱都掏不起 不建议养宠物 。而且比起在这个上花钱 我觉得做大量的面子工程更不值得 。归根结底这件事落实不下来是因为没有油水和捞头,IP属地：河北,191858581136,191839344272,负向,0.9809736662138704
关于捕杀流浪猫狗的争吵，最关键的问题其实被忽略了,2023-10-27 16:00:29,7,白日做梦112,保密,回复 @彼夫洛夫斯基 :立法哪那么简单啊？问题多着呢，网上好多人都讨论过。而且根本就不是捞不捞钱的问题，而是会极大损害宠物行业利益，那群人不会让你轻易立法的,IP属地：浙江,191862470816,191839344272,负向,0.9973985801446759
关于捕杀流浪猫狗的争吵，最关键的问题其实被忽略了,2023-10-27 16:12:42,119,尼采在写诗,保密,回复 @一只小太阳鸭cbh :谁养宠物谁就出啊？难道还让不养宠物的出钱？有需求就有市场，让想赚这个钱的企业就来造啊。而且不明白你指责up主发声的原因是？,IP属地：广东,191863959344,191839344272,负向,0.9992618730335323
